Time_in_ms	MagX	MagY	MagZ	Bearing
11487022	113.88	-298.88	111.14	290.86
11487301	118.44	-303.63	136.09	291.31
11487579	151.85	-309.95	117.95	296.10
11487858	160.96	-306.79	122.48	297.68
11488137	174.62	-317.86	115.68	298.78
11488416	206.51	-322.60	108.87	302.62
11488694	218.66	-297.30	95.27	306.33
11488974	226.25	-289.40	102.07	308.02
11489252	235.36	-267.26	111.14	311.37
11489531	232.33	-257.77	93.00	312.03
11489811	242.95	-259.35	95.27	313.13
11490091	236.88	-268.84	81.66	311.38
11490370	262.70	-251.44	79.39	316.25
11490650	271.81	-235.63	88.46	319.08
11490932	273.32	-230.88	72.58	319.81
11491213	271.81	-213.49	61.24	321.85
11491496	267.25	-208.74	77.12	322.01
11491776	264.21	-202.42	86.19	322.54
11492055	253.58	-181.86	102.07	324.35
11492334	249.03	-189.77	104.34	322.69
11492617	252.07	-196.09	86.19	322.12
11492896	261.18	-208.74	86.19	321.37
11493177	262.70	-178.70	83.92	325.77
11493456	279.40	-189.77	81.66	325.82
11493736	280.92	-204.00	83.92	324.01
11494016	305.21	-194.51	74.85	327.49
11494296	318.88	-158.14	45.37	333.62
11494579	311.29	-124.93	24.95	338.13
11494858	317.36	-74.33	15.88	346.82
11495138	327.99	-37.95	-13.61	353.40
11495416	283.95	20.56	-15.88	4.14
11495695	279.40	15.81	-13.61	3.24
11495972	258.14	41.11	-36.29	9.05
11496253	253.58	49.02	-20.41	10.94
11496526	232.33	52.18	-24.95	12.66
11496805	227.77	50.60	9.07	12.53
11497083	201.96	68.00	2.27	18.61
11497362	192.85	26.88	34.02	7.94
11497640	162.48	71.16	15.88	23.65
11497919	127.55	56.93	36.29	24.05
11498201	110.85	42.70	29.49	21.07
11498479	103.25	34.79	45.37	18.62
11498756	54.66	41.11	36.29	36.95
11499034	25.81	26.88	38.56	46.16
11499312	-6.08	-18.98	58.97	252.25
11499590	-22.78	-30.05	52.17	232.83
11499868	-44.04	-61.68	74.85	234.47
11500147	-48.59	-98.05	95.27	243.64
11500421	-59.22	-96.47	79.39	238.45
11500699	-37.96	-93.30	83.92	247.86
11500977	-62.26	-109.12	79.39	240.29
11501256	-56.19	-102.79	83.92	241.34
11501537	-53.15	-124.93	97.53	246.95
11501818	-57.70	-129.67	104.34	246.01
11502098	-41.00	-150.23	115.68	254.73
11502377	-16.71	-166.05	120.22	264.25
11502656	-19.74	-185.02	111.14	263.91
11502936	-3.04	-192.93	108.87	269.10
11503214	6.07	-218.23	145.17	271.59
11503492	30.37	-249.86	113.41	276.93
11503771	39.48	-249.86	140.63	278.98
11504050	57.70	-256.19	127.02	282.69
11504328	88.07	-294.14	149.70	286.67
11504607	129.07	-286.23	111.14	294.27
11504884	127.55	-284.65	127.02	294.14
11505162	174.62	-292.56	102.07	300.83
11505443	208.03	-279.91	93.00	306.62
11505723	255.10	-272.00	86.19	313.16
11506001	274.84	-254.60	56.71	317.19
11506280	296.10	-229.30	61.24	322.25
11506560	309.77	-189.77	54.44	328.51
11506837	317.36	-194.51	56.71	328.50
11507117	341.66	-153.40	20.42	335.82
11507398	341.66	-128.09	2.27	339.45
11507672	329.51	-115.44	24.95	340.69
11507951	326.47	-109.12	11.34	341.52
11508230	335.58	-80.65	15.88	346.49
11508508	332.55	-64.84	2.27	348.97
11508788	338.62	-49.02	2.27	351.76
11509069	305.21	-20.56	2.27	356.15
11509349	293.06	7.91	2.27	1.55
11509627	264.21	25.30	4.54	5.47
11509906	220.18	55.35	2.27	14.11
11510184	208.03	61.67	-15.88	16.51
11510462	159.44	68.00	11.34	23.10
11510740	150.33	61.67	15.88	22.31
11511021	138.18	58.51	20.42	22.95
11511301	115.40	53.77	49.90	24.98
11511579	133.62	66.42	13.61	26.43
11511859	113.88	42.70	29.49	20.55
11512138	109.33	53.77	31.76	26.19
11512417	88.07	56.93	54.44	32.88
11512695	82.00	47.44	31.76	30.05
11512976	77.44	39.53	38.56	27.04
11513254	78.96	37.95	45.37	25.67
11513534	72.88	31.63	45.37	23.46
11513812	48.59	34.79	27.22	35.60
11514091	13.66	42.70	43.10	72.25
11514370	16.70	7.91	34.02	25.33
11514647	-7.59	14.23	52.17	118.09
11514927	-21.26	6.32	36.29	163.43
11515205	-41.00	-33.21	56.71	219.01
11515485	-53.15	-39.54	56.71	216.64
11515763	-47.08	-61.68	56.71	232.65
11516043	-41.00	-55.35	83.92	233.47
11516322	-47.08	-71.16	93.00	236.52
11516604	-36.45	-69.58	81.66	242.36
11516883	-31.89	-93.30	83.92	251.13
11517161	-37.96	-124.93	106.61	253.10
11517440	-48.59	-142.33	108.87	251.15
11517718	-22.78	-175.54	115.68	262.61
11517997	-41.00	-181.86	88.46	257.29
11518276	-19.74	-219.81	115.68	264.87
11518558	-16.71	-219.81	106.61	265.65
11518836	-15.19	-230.88	122.48	266.24
11519114	-6.08	-246.70	127.02	268.59
11519391	-1.52	-254.60	106.61	269.66
11519671	6.07	-259.35	117.95	271.34
11519949	39.48	-287.81	122.48	277.81
11520231	48.59	-287.81	136.09	279.58
11520509	63.77	-300.46	145.17	281.98
11520789	89.59	-295.72	124.75	286.85
11521067	106.29	-294.14	122.48	289.87
11521344	132.11	-295.72	115.68	294.07
11521624	183.73	-302.05	106.61	301.31
11521902	214.10	-254.60	133.82	310.06
11522184	220.18	-273.58	97.53	308.83
11522463	229.29	-248.28	74.85	312.72
11522742	259.66	-229.30	88.46	318.55
11523021	277.88	-238.79	88.46	319.33
11523300	270.29	-240.37	81.66	318.35
11523578	276.36	-227.72	54.44	320.51
11523860	276.36	-218.23	90.73	321.70
11524139	280.92	-200.84	79.39	324.44
11524418	291.55	-183.44	68.05	327.82
11524697	277.88	-191.35	70.32	325.45
11524977	277.88	-188.19	70.32	325.89
11525257	294.58	-180.28	54.44	328.53
11525537	293.06	-181.86	56.71	328.18
11525821	297.62	-158.14	58.97	332.02
11526102	291.55	-139.16	68.05	334.48
11526381	293.06	-124.93	65.78	336.91
11526668	280.92	-99.63	61.24	340.47
11526947	283.95	-112.28	47.63	338.43
11527228	283.95	-102.79	29.49	340.10
11527511	293.06	-99.63	47.63	341.22
11527790	279.40	-72.74	40.83	345.41
11528071	291.55	-63.26	36.29	347.76
11528351	291.55	-50.61	22.68	350.15
11528631	288.51	-28.47	13.61	354.37
11528910	265.73	-14.23	29.49	356.93
11529190	259.66	20.56	-2.27	4.53
11529472	244.47	4.74	-2.27	1.11
11529748	241.44	42.70	11.34	10.03
11530028	208.03	61.67	2.27	16.51
11530306	182.22	75.91	-18.14	22.62
11530584	153.36	96.46	-15.88	32.17
11530860	139.70	82.23	4.54	30.48
11531139	115.40	63.25	0.00	28.73
11531419	109.33	53.77	9.07	26.19
11531699	106.29	53.77	31.76	26.83
11531977	100.22	50.60	40.83	26.79
11532257	80.48	30.05	56.71	20.47
11532535	56.18	36.37	47.63	32.92
11532813	47.07	20.56	65.78	23.59
11533093	33.40	28.46	40.83	40.43
11533372	22.77	-14.23	74.85	328.00
11533651	21.26	-15.82	77.12	323.35
11533931	13.66	-33.21	79.39	292.36
11534210	-4.56	-58.51	79.39	265.55
11534487	-10.63	-90.14	88.46	263.27
11534765	-12.15	-139.16	113.41	265.01
11535045	-47.08	-166.05	115.68	254.17
11535324	-36.45	-170.79	104.34	257.95
11535602	-37.96	-197.67	115.68	259.13
11535881	-36.45	-218.23	104.34	260.52
11536159	-37.96	-210.33	111.14	259.77
11536438	-44.04	-232.47	120.22	259.27
11536717	-42.52	-211.91	99.80	258.65
11536997	-50.11	-235.63	106.61	257.99
11537275	-63.78	-224.56	99.80	254.14
11537555	-48.59	-221.40	108.87	257.62
11537835	-57.70	-227.72	122.48	255.78
11538114	-50.11	-235.63	106.61	257.99
11538393	-21.26	-249.86	99.80	265.14
11538675	-22.78	-251.44	115.68	264.82
11538954	3.03	-256.19	122.48	270.68
11539231	10.63	-257.77	142.90	272.36
11539509	21.26	-284.65	136.09	274.27
11539787	63.77	-265.67	122.48	283.50
11540067	91.11	-287.81	131.56	287.57
11540347	85.03	-287.81	136.09	286.46
11540626	104.77	-267.26	129.29	291.41
11540905	159.44	-267.26	124.75	300.82
11541184	167.03	-287.81	122.48	300.13
11541463	215.62	-281.49	99.80	307.45
11541741	232.33	-270.42	102.07	310.67
11542020	265.73	-267.26	74.85	314.84
11542301	267.25	-253.02	77.12	316.57
11542581	279.40	-218.23	81.66	322.01
11542859	296.10	-213.49	65.78	324.21
11543139	290.03	-194.51	79.39	326.15
11543416	293.06	-200.84	61.24	325.58
11543695	280.92	-172.37	65.78	328.47
11543984	283.95	-197.67	70.32	325.16
11544264	283.95	-172.37	83.92	328.74
11544545	296.10	-162.88	47.63	331.19
11544825	309.77	-148.65	63.51	334.36
11545105	321.92	-126.51	45.37	338.55
11545385	306.73	-101.21	36.29	341.74
11545665	305.21	-93.30	43.10	343.00
11545948	282.44	-69.58	54.44	346.16
11546228	270.29	-47.44	22.68	350.04
11546508	250.55	-58.51	65.78	346.85
11546787	235.36	-52.19	61.24	347.50
11547067	255.10	-69.58	72.58	344.74
11547347	249.03	-79.07	63.51	342.38
11547625	259.66	-77.49	70.32	343.38
11547906	267.25	-82.23	72.58	342.90
11548186	274.84	-68.00	38.56	346.10
11548466	297.62	-75.91	45.37	345.69
11548746	286.99	-36.37	11.34	352.78
11549027	286.99	-11.07	-2.27	357.79
11549305	253.58	17.39	11.34	3.92
11549586	241.44	45.86	-2.27	10.75
11549863	245.99	44.28	13.61	10.20
11550142	197.40	60.09	-13.61	16.93
11550422	176.14	72.74	4.54	22.44
11550700	145.77	88.56	4.54	31.28
11550977	103.25	94.88	4.54	42.58
11551255	69.85	85.39	-4.53	50.72
11551536	53.14	36.37	34.02	34.39
11551814	25.81	45.86	38.56	60.63
11552093	22.77	4.74	52.17	11.76
11552371	7.59	-20.56	65.78	290.26
11552650	10.63	-55.35	106.61	280.87
11552923	-7.59	-52.19	74.85	261.72
11553205	-6.08	-107.54	131.56	266.77
11553484	6.07	-113.86	108.87	273.05
11553764	-7.59	-159.72	120.22	267.28
11554041	41.00	-162.88	142.90	284.13
11554320	53.14	-181.86	142.90	286.29
11554597	62.26	-216.65	147.43	286.03
11554876	71.37	-238.79	138.36	286.64
11555156	39.48	-230.88	158.77	279.70
11555436	45.55	-278.33	131.56	279.29
11555715	21.26	-278.33	122.48	274.37
11555992	4.55	-267.26	115.68	270.98
11556272	-18.22	-275.16	104.34	266.21
11556550	-30.37	-262.51	113.41	263.40
11556833	-33.41	-265.67	117.95	262.83
11557112	-24.30	-278.33	104.34	265.01
11557392	-3.04	-300.46	113.41	269.42
11557671	4.55	-308.37	115.68	270.85
11557951	36.44	-303.63	127.02	276.84
11558230	75.92	-328.93	117.95	283.00
11558508	119.96	-321.02	129.29	290.49
11558789	170.07	-300.46	127.02	299.51
11559067	201.96	-270.42	111.14	306.75
11559347	226.25	-254.60	102.07	311.63
11559627	245.99	-234.05	99.80	316.43
11559906	236.88	-227.72	104.34	316.13
11560185	236.88	-227.72	113.41	316.13
11560468	226.25	-241.95	93.00	313.08
11560748	238.40	-226.14	88.46	316.51
11561028	238.40	-235.63	106.61	315.34
11561308	235.36	-251.44	102.07	313.11
11561587	247.51	-235.63	102.07	316.41
11561872	273.32	-243.53	86.19	318.30
11562151	274.84	-232.47	79.39	319.78
11562433	300.66	-234.05	63.51	322.10
11562714	312.81	-202.42	63.51	327.09
11562992	303.69	-183.44	54.44	328.87
11563272	311.29	-153.40	43.10	333.77
11563551	312.81	-129.67	40.83	337.48
11563832	293.06	-68.00	38.56	346.94
11564113	302.18	-55.35	-2.27	349.62
11564393	282.44	-41.12	31.76	351.72
11564674	283.95	-26.88	24.95	354.59
11564953	280.92	-36.37	20.42	352.62
11565233	294.58	-22.14	36.29	355.70
11565512	258.14	-34.79	36.29	352.32
11565793	264.21	-28.47	40.83	353.85
11566074	253.58	-7.91	24.95	358.21
11566354	236.88	-0.00	4.54	360.00
11566633	241.44	42.70	-11.34	10.03
11566911	232.33	36.37	20.42	8.90
11567190	203.47	72.74	4.54	19.67
11567469	168.55	52.18	-2.27	17.20
11567750	154.88	75.91	4.54	26.11
11568029	135.14	80.65	6.81	30.83
11568308	103.25	82.23	4.54	38.53
11568587	86.55	49.02	29.49	29.53
11568866	92.63	64.84	29.49	34.99
11569143	82.00	53.77	31.76	33.25
11569423	50.11	42.70	47.63	40.43
11569702	45.55	37.95	27.22	39.80
11569982	44.03	17.39	56.71	21.55
11570260	39.48	28.46	54.44	35.79
11570539	36.44	15.81	49.90	23.46
11570818	21.26	-12.65	68.05	329.24
11571096	1.52	-4.75	52.17	287.72
11571374	-16.71	-17.40	79.39	226.16
11571655	-9.11	-47.44	68.05	259.13
11571934	-39.48	-56.93	58.97	235.26
11572213	-77.44	-96.47	83.92	231.24
11572492	-74.41	-93.30	74.85	231.43
11572771	-62.26	-118.61	88.46	242.30
11573051	-85.04	-136.00	86.19	237.98
11573329	-69.85	-120.19	58.97	239.83
11573610	-62.26	-128.09	65.78	244.08
11573888	-72.89	-142.33	90.73	242.88
11574167	-51.63	-161.30	95.27	252.25
11574447	-50.11	-166.05	93.00	253.21
11574725	-50.11	-175.54	111.14	254.07
11575004	-51.63	-218.23	113.41	256.69
11575285	-4.56	-219.81	129.29	268.81
11575565	-7.59	-238.79	129.29	268.18
11575842	-1.52	-238.79	129.29	269.64
11576121	24.29	-265.67	122.48	275.22
11576398	42.52	-265.67	127.02	279.09
11576677	50.11	-270.42	129.29	280.50
11576954	68.33	-283.07	115.68	283.57
11577234	98.70	-298.88	129.29	288.27
11577512	94.14	-287.81	140.63	288.11
11577792	115.40	-309.95	127.02	290.42
11578071	83.51	-314.70	129.29	284.86
11578350	97.18	-332.09	113.41	286.31
11578630	100.22	-332.09	122.48	286.79
11578911	94.14	-313.12	127.02	286.73
11579190	103.25	-316.28	113.41	288.08
11579468	104.77	-333.67	115.68	287.43
11579748	124.51	-316.28	122.48	291.49
11580027	151.85	-303.63	122.48	296.57
11580306	200.44	-278.33	113.41	305.76
11580588	249.03	-234.05	99.80	316.78
11580867	258.14	-230.88	86.19	318.19
11581146	268.77	-194.51	83.92	324.11
11581426	264.21	-161.30	81.66	328.60
11581705	276.36	-183.44	86.19	326.42
11581984	271.81	-194.51	83.92	324.41
11582263	262.70	-185.02	97.53	324.84
11582545	279.40	-208.74	86.19	323.24
11582826	277.88	-200.84	83.92	324.14
11583106	300.66	-227.72	63.51	322.86
11583384	279.40	-177.12	63.51	327.63
11583663	288.51	-161.30	63.51	330.79
11583942	308.25	-162.88	70.32	332.15
11584225	299.14	-112.28	24.95	339.43
11584498	317.36	-102.79	29.49	342.05
11584779	321.92	-98.05	13.61	343.06
11585059	305.21	-74.33	34.02	346.31
11585339	305.21	-61.68	20.42	348.58
11585619	296.10	-20.56	15.88	356.03
11585898	296.10	-14.23	-6.80	357.25
11586179	273.32	6.32	18.15	1.33
11586456	277.88	33.21	2.27	6.81
11586736	233.84	47.44	4.54	11.47
11587014	220.18	71.16	-2.27	17.91
11587293	183.73	80.65	2.27	23.70
11587569	167.03	101.21	-18.14	31.21
11587848	132.11	71.16	20.42	28.31
11588140	141.22	64.84	11.34	24.66
11588418	130.59	50.60	45.37	21.18
11588698	115.40	28.46	54.44	13.86
11588977	95.66	26.88	65.78	15.70
11589255	72.88	6.32	68.05	4.96
11589532	50.11	-11.07	74.85	347.54
11589812	36.44	-34.79	81.66	316.33
11590090	15.18	-85.40	122.48	280.08
11590368	3.03	-101.21	108.87	271.72
11590646	-1.52	-134.42	129.29	269.35
11590924	7.59	-156.56	129.29	272.78
11591202	18.22	-189.77	145.17	275.48
11591481	9.11	-224.56	140.63	272.32
11591762	22.77	-251.44	124.75	275.18
11592041	19.74	-257.77	138.36	274.38
11592320	36.44	-284.65	113.41	277.30
11592599	50.11	-295.72	142.90	279.62
11592877	85.03	-309.95	145.17	285.34
11593156	112.37	-309.95	131.56	289.93
11593437	138.18	-289.40	111.14	295.52
11593715	174.62	-279.91	106.61	301.96
11593995	217.14	-270.42	133.82	308.76
11594273	236.88	-234.05	99.80	315.34
11594553	239.92	-240.37	95.27	314.95
11594831	247.51	-232.47	88.46	316.80
11595109	252.07	-218.23	95.27	319.11
11595389	255.10	-240.37	86.19	316.70
11595669	252.07	-249.86	86.19	315.25
11595948	253.58	-248.28	102.07	315.61
11596227	253.58	-248.28	97.53	315.61
11596506	244.47	-235.63	88.46	316.06
11596785	262.70	-273.58	93.00	313.84
11597067	267.25	-224.56	104.34	319.96
11597347	276.36	-240.37	72.58	318.98
11597626	279.40	-211.91	81.66	322.82
11597906	294.58	-189.77	72.58	327.21
11598186	311.29	-140.74	61.24	335.67
11598465	321.92	-107.54	45.37	341.53
11598744	306.73	-66.42	4.54	347.78
11599025	270.29	-37.95	36.29	352.01
11599298	279.40	-22.14	40.83	355.47
11599577	296.10	-20.56	24.95	356.03
11599855	282.44	-9.49	9.07	358.08
11600135	290.03	-14.23	20.42	357.19
11600414	267.25	28.46	0.00	6.08
11600693	261.18	34.79	13.61	7.59
11600968	220.18	58.51	6.81	14.88
11601247	177.66	39.53	29.49	12.55
11601525	157.92	66.42	9.07	22.81
11601804	129.07	33.21	52.17	14.43
11602083	132.11	58.51	43.10	23.89
11602363	151.85	34.79	68.05	12.90
11602646	151.85	37.95	40.83	14.03
11602925	171.59	11.07	52.17	3.69
11603205	165.51	23.72	70.32	8.16
11603484	185.25	12.65	54.44	3.91
11603763	177.66	30.05	56.71	9.60
11604036	201.96	7.91	43.10	2.24
11604316	206.51	34.79	13.61	9.56
11604597	204.99	23.72	24.95	6.60
11604876	203.47	15.81	40.83	4.44
11605154	200.44	41.11	31.76	11.59
11605433	188.29	72.74	-9.07	21.12
11605712	162.48	77.49	11.34	25.50
11605991	130.59	72.74	9.07	29.12
11606268	98.70	74.32	2.27	36.98
11606549	71.37	77.49	6.81	47.35
11606827	45.55	56.93	27.22	51.33
11607104	27.33	63.25	13.61	66.63
11607383	-6.08	15.81	40.83	111.02
11607661	-6.08	6.32	40.83	133.85
11607939	-18.22	-0.00	63.51	180.00
11608218	-24.30	-41.12	63.51	239.42
11608498	-44.04	-45.86	79.39	226.16
11608778	-36.45	-37.95	68.05	226.16
11609058	-56.19	-64.84	65.78	229.09
11609337	-57.70	-63.26	81.66	227.63
11609617	-56.19	-64.84	56.71	229.09
11609896	-51.63	-60.09	81.66	229.33
11610178	-27.34	-79.07	86.19	250.93
11610458	-25.82	-99.63	79.39	255.47
11610738	-18.22	-104.37	99.80	260.10
11611018	3.03	-136.00	127.02	271.28
11611297	-1.52	-150.23	147.43	269.42
11611576	-3.04	-173.95	136.09	269.00
11611853	-6.08	-215.07	122.48	268.38
11612134	1.52	-232.47	129.29	270.37
11612412	13.66	-241.95	124.75	273.23
11612692	-0.00	-253.02	145.17	270.00
11612971	-3.04	-246.70	131.56	269.29
11613251	4.55	-257.77	133.82	271.01
11613530	15.18	-265.67	127.02	273.27
11613811	47.07	-302.05	124.75	278.86
11614091	78.96	-313.12	113.41	284.15
11614370	103.25	-313.12	117.95	288.25
11614649	162.48	-330.51	97.53	296.18
11614927	185.25	-309.95	127.02	300.87
11615207	211.07	-273.58	106.61	307.65
11615485	236.88	-272.00	90.73	311.05
11615767	255.10	-230.88	95.27	317.85
11616047	242.95	-230.88	104.34	316.46
11616326	277.88	-216.65	74.85	322.06
11616606	297.62	-202.42	68.05	325.78
11616885	323.43	-194.51	65.78	328.98
11617165	324.95	-180.28	45.37	330.98
11617448	331.03	-167.63	45.37	333.14
11617728	343.17	-136.00	18.15	338.38
11618009	337.10	-113.86	18.15	341.34
11618288	332.55	-83.81	6.81	345.85
11618568	321.92	-53.77	-4.53	350.52
11618847	312.81	-44.28	18.15	351.94
11619128	291.55	-15.82	4.54	356.90
11619410	279.40	9.49	4.54	1.94
11619689	261.18	-22.14	13.61	355.15
11619969	268.77	-7.91	15.88	358.31
11620247	253.58	-23.72	34.02	354.66
11620526	238.40	-7.91	43.10	358.10
11620806	232.33	-14.23	47.63	356.49
11621087	211.07	-11.07	74.85	357.00
11621366	195.88	17.39	38.56	5.07
11621646	189.81	20.56	34.02	6.18
11621925	179.18	9.49	49.90	3.03
11622204	174.62	20.56	47.63	6.71
11622483	159.44	39.53	65.78	13.93
11622763	168.55	49.02	34.02	16.22
11623046	151.85	79.07	13.61	27.51
11623325	156.40	71.16	-6.80	24.47
11623610	127.55	60.09	-4.53	25.23
11623889	135.14	74.32	6.81	28.81
11624169	124.51	94.88	0.00	37.31
11624448	100.22	75.91	9.07	37.14
11624724	77.44	83.81	-6.80	47.26
11625003	57.70	66.42	13.61	49.02
11625281	33.40	44.28	36.29	52.97
11625559	18.22	34.79	49.90	62.36
11625836	-21.26	15.81	36.29	143.36
11626114	-9.11	-18.98	58.97	244.35
11626392	-4.56	-20.56	52.17	257.50
11626672	-6.08	-53.77	63.51	263.55
11626953	-27.34	-69.58	86.19	248.55
11627233	-41.00	-128.09	97.53	252.25
11627511	-41.00	-166.05	115.68	256.13
11627790	-36.45	-180.28	113.41	258.57
11628067	-33.41	-196.09	127.02	260.33
11628346	-39.48	-224.56	117.95	260.03
11628627	-45.56	-218.23	108.87	258.21
11628907	-48.59	-211.91	113.41	257.08
11629186	-51.63	-208.74	122.48	256.11
11629465	-47.08	-219.81	120.22	257.91
11629744	-39.48	-221.40	108.87	259.89
11630021	-9.11	-227.72	122.48	267.71
11630300	-16.71	-235.63	124.75	265.94
11630580	-0.00	-249.86	113.41	270.00
11630859	13.66	-260.93	142.90	273.00
11631137	30.37	-272.00	149.70	276.37
11631416	62.26	-260.93	147.43	283.42
11631693	83.51	-286.23	115.68	286.27
11631972	126.03	-286.23	133.82	293.76
11632252	141.22	-286.23	124.75	296.26
11632531	162.48	-260.93	129.29	301.91
11632811	188.29	-272.00	131.56	304.69
11633089	211.07	-264.09	124.75	308.63
11633369	229.29	-241.95	97.53	313.46
11633646	249.03	-215.07	99.80	319.18
11633927	259.66	-241.95	83.92	317.02
11634206	290.03	-210.33	74.85	324.05
11634480	293.06	-207.16	74.85	324.74
11634760	300.66	-177.12	68.05	329.50
11635039	302.18	-172.37	52.17	330.30
11635316	305.21	-156.56	74.85	332.84
11635596	288.51	-161.30	72.58	330.79
11635877	288.51	-170.79	63.51	329.38
11636157	280.92	-185.02	65.78	326.63
11636436	293.06	-156.56	74.85	331.89
11636718	277.88	-172.37	56.71	328.19
11636999	308.25	-128.09	56.71	337.43
11637279	308.25	-99.63	43.10	342.09
11637556	299.14	-93.30	29.49	342.68
11637835	305.21	-36.37	34.02	353.20
11638116	277.88	-33.21	20.42	353.18
11638393	294.58	-6.33	9.07	358.77
11638673	259.66	11.07	15.88	2.44
11638951	239.92	34.79	9.07	8.25
11639230	224.73	56.93	9.07	14.21
11639512	212.59	60.09	-13.61	15.78
11639790	192.85	58.51	15.88	16.88
11640070	160.96	60.09	18.15	20.47
11640347	147.29	74.32	20.42	26.78
11640626	119.96	61.67	20.42	27.21
11640904	106.29	50.60	45.37	25.46
11641183	78.96	44.28	31.76	29.28
11641464	74.40	33.21	61.24	24.05
